,id,date,dateYear,dateMonth,dateDay,rating,userName,content
20,21,20200615,2020,06,15,5,리루,도움이 많이되네요. 여러컨텐츠가있고 상세한정보들이나오는게좋고 다이어트하는사람들의글도보고친구도맺을수있고 오늘먹은것이나 몸무게 체크하면서 내가잘하고있는지볼수있고 의지부족한저를 이앱을통해 지속적으로할수있게도와주는것같아만족스럽습니다. 다만 음식검색에서 살짝 미약한부분이 있는것같은데요. 여러음식을 좀더 추가해주셨으면 합니다. 안나오는것이있으면 다른 칼로리비슷한것으로 대체해야하거든요.그럴때 조금 당황스러운것같아요. 제가직접쓰는음식표시는 너무 상세하게 성분표시를써야해서..그음식에성분이안써져있거나잘모르면..어쩌피쓰질못해요ㅠㅠ
21,22,20190706,2019,07,06,1,Google 사용자,입력한 식단이 자꾸 에러뜨고 계산에 포함 안되는거 왜 그러는거에요? 새로운 음식 입력한건 한번 잘못 입력하면 수정이 안돼서 다시 새로 작성해야 하고 리포트에서 어제 이전 날짜 보려면 그 날짜 나올때까지 계속 이전 화살표 눌러야하고 삼성 연동 해놓으면 삼성앱에서 계산해준 걸음수만 입력되고 수면휴식 칼로리는 합산 안되고 체중 전체 그래프는 6월 이전에는 입력도 안했는데 괜히 몇개월 전부터 보이게 해서 6월껀 확대봤자 몇개월 치가 한꺼번에 같이 보여서 깨알같아서 자세히 보이지도 않고 도저히 불편해서 다른 앱으로 갈아탑니
22,23,20200516,2020,05,16,4,김혜수,다이어트하면서 식단일기로 잘 활용하고 있습니다. 사용하면서 몇가지 꼭 제안드리고 싶은 점은 1. 수분섭취량 기록도 할 수 있었으면 2. 잘못된 영양정보에 대해 의견을 제출할 수 있었으면 좋겠습니다. 엉망인 항목도 종종 보이거든요. 부탁드려요^^
23,24,20220910,2022,09,10,4,Eunji Kim,리포트가 안돼요ㅜㅜ 잘 사용하고 있는데 언제부턴가 리포트가 하얗게 아무것도 안뜨네요. 오른쪽 위 목표치 입력하는 부분 클릭하면 앱이 강제 종료됩니다. 오류 수정 좀 해주세요.
24,25,20220902,2022,09,02,2,최연,앱 실행 자체가 불가합니다. 휴대폰 기종은 갤럭시 노트 20 울트라입니다. 어제까진 잘 되다가 오늘 갑자기 이래요. 삭제도 2번하고 다시 설치하고 했는데도 요지부동이네요
25,26,20221105,2022,11,05,5,유재선 (땡땡쫀),칼로리 계산이 먹은거랑 운동량만 기입하면 되니까 완전편해요! 다이어트할 때 진짜 간편해요!
26,27,20221005,2022,10,05,4,HaYoung Oh,다 좋은데 오늘 앱을 열면 첫 페이지가 오늘꺼로 변경되어야 하는거 아닌가요? 왜 어제꺼로 그대로 남아있는지...모르고 작성해서 내용이 겹쳐서 다시 수정해야 해서 아침부터 짜증나네요...ㅡㅡ 앱 관리 좀 제대로 하셨으면 합니다.
27,28,20220826,2022,08,26,5,또르르,유용하게 잘 사용하고 있습니다. 감사해요ㅋㅋ 근데 며칠 전부터 다이어리가 오늘이 아니라 4월 16일이 뜹니다. 것도 항상 4월 16일만 떠요ㅜ 물론 오늘 날짜로 변경하면 되긴 하지만; 종 귀찮네요. 어떻게 하면 오늘 날짜가 쟈동으로 뜨던 때로 되돌아 갈 수 있을까요?
28,29,20220901,2022,09,01,5,won c,칼로리 검색되는 내용도 풍부하고 칼로리 계산이 눈에 확 보여서 덕분에 다이어트 잘 하고 있어요~~
29,30,20220715,2022,07,15,3,뱁새,다 좋은데 당알콜도 영양성분 목록에 추가해주시면 더 좋을 것 같아요! 그리고 영양정보 수정이 안되는 버그랑 안들어가지는 현상 등 오류가 너무 많아요. 그래도 잘 쓰고 있습니다
30,31,20221004,2022,10,04,4,이영화,칼로리 계산하는게 폭식방지에 정신적으로 너무 좋네요..요정도까지는 먹을수 있다는 희망을 줘서
31,32,20220716,2022,07,16,5,건작,식단을 기록하는 것만으로 감량에 정말 큰 도움이 된다는걸 최근 체중 숫자로 느끼고있습니다 ㅎㅎ 쓰기도 쉽고 참 고마운 앱이네요
32,33,20220630,2022,06,30,3,김예영,"다 좋은데 앱 제작자도 어쩔수 없는 부분이 굉장히 불편합니다. 유명한 공산품은 웬만하면 다 있지만, 유명하지 않은 공산품이나 측이 수제음식에 대해서는 상당히 번거롭습니다. 동네 빵집에서 빵 하나 사고, 동네 카페에서 커피 하나 사먹어서 그거 쓰려고 해도 제가 그 음식들의 칼로리나 영양성분을 대체 어떻게 아나요? 그 빵집 주인도 모를겁니다. 집에서 만든 요리도 마찬가지구요... 그런점에서 굉장히 애매합니다..."
33,34,20220615,2022,06,15,4,김*영,사용 해보니 삼성헬스와 비교 했을때 아쉬운 점이 하루 단백질 탄수화물 지방 이 들어 있는 음식을 먹었을때 각각 본인 권장 칼로리 기준 어떤 음식을 먹었을때 그 음식에 들어 있는 각각의 영양 성분이 일일 권장량의 몆 프로 인지 표기 되면 좋을것 같아요 그냥 영양소 구분없이 통째로 하루 권장 칼로리의 몆프로 이렇게 하지 말고요
34,35,20220815,2022,08,15,3,손다예,제발 스와이프하면 사라지는 기능 보완 좀 해주세요 스와이프해서 휴지통 버튼까지 눌러야 삭제되던가 하는 식으로요... 매번 스크롤 하다 잘못 삭제되면 너무 번거로워요
35,36,20221020,2022,10,20,5,새벽이슬,칼로리 확인이 바로바로 되서 좋고 탄수화물 단백질 비율이 한눈에 들어와서 매일 사용함 유지 및 다이어트를 위해 필수
36,37,20221107,2022,11,07,1,임강섭,사용성이 좋지 못합니다. 음식 등록이 너무 번거로워요.
37,38,20221021,2022,10,21,5,터닝태,최고의 다이어트 어플. 유료여도 무조건 구매했을거예요
38,39,20221026,2022,10,26,5,csi w,칼로리계산 너무 상세히 잘 나와있어서 놀랐어요
39,40,20221103,2022,11,03,5,GD J,좋아요 음식 칼로리 검색되고 단탄지 비율도 나오고 아주 좋아요
40,41,20220719,2022,07,19,4,DEWA,좋아요 그런데 작성한 음식이 너무 쉽게 지워져요 그냥 위아래로 스크롤하는데 지워진적이 엄청 많아요ㅜㅜ 요리를 해먹어서 등록된 음식이 많으니 뭐가 없어진지도 몰라서 곤란해요
41,42,20220714,2022,07,14,4,조으네조아,원래는 다이어트 용으로 수년을 써오다가 이제는 장질환을 진단 받았는데 이제 보니 메모 기능이 없어서 환자가 자기 몸상태를 기록할 수 있으면 좋을텐데 아쉬움...
42,43,20220726,2022,07,26,5,마젠타퍼플,광고도 연계성있고 앱이 너무좋아요 잘만들었어요 심플한데 음식양을 그램수로 정해서 기록이되니까 최고
43,44,20220617,2022,06,17,4,신창민,정확한 식단관리에 많은 도움이 됨 아쉬운점은 촬영시 음식이름을 잘못 인식하는 경우가 많음
44,45,20220710,2022,07,10,5,TK Lee,내가 하룻동안 먹은 음식 칼로리를 한눈에 보기쉽게 관리할 수 있어서 다이어트에 너무 도움이 됩니다!!!
45,46,20190418,2019,04,18,4,Google 사용자,다이어트 할 때 최고의 앱이 아닌가 생각해봅니다 :D 굳이 다이어트를 하지 않아도 음식들 영양성분을 확인하기에 아주 좋아요 1. 음식의 영양성분을 직관적으로 볼 수 있어 아주 좋습니다~ 하지만 아직 음식 종류가 조금 부족해서 아쉽네요 그리고 각 음식의 영양성분도 원형 표로 볼 수 있으면 더 좋을 것 같아요 2. 음식 사진을 앱으로 찍어서 올리는 건 가능하지만 갤러리에 있는 사진은 선택이 안됩니다 업데이트 부탁드려요 3. 커뮤니티 닉네임 바꿀 수 있었으면 좋겠어요
46,47,20200517,2020,05,17,5,Han,획기적인 구성 .. 정말 다이어트에 필요한 앱이 분명합니다. 하지만 식품리스트 업데이트가 주기적으로 이루어져야 좋은앱으로 꾸준히 사용자들이 찾을듯 하네요.
47,48,20181110,2018,11,10,5,Google 사용자,"정말 어플중에 최고로 좋다고 생각합니다. 다만, 편의점 음식중에 없는것들이 간혹있고 햄버거가게 메뉴가 추가안된것들(예를들어 감자튀김 등) 그런것 빼고는 불편한점이 없습니다"
48,49,20220607,2022,06,07,5,쪼꼬미타로Choco_me tarot,칼로리 관리 체계적으로 가능하고 음식 종류도 다양해서 좋아요
49,50,20221011,2022,10,11,2,Ko Belleza,어플 들어가면 첫화면이 오늘 날짜가 아니라 지난 날짜로 떠서 불편해요. 그 전에는 안 그랬는데 갑자기 이렇게 되어 매우 불편하네요. 오류수정 부탁드립니다.
50,51,20190324,2019,03,24,5,Google 사용자,제가 얼마나 안좋은 음식들을 먹고있는지 칼로리는 얼마나 먹었는지 볼수있어서 좋아요. 안좋은걸 많이 먹는다는것을 깨닫게해주네요 근데 알림뜰때 문장이 다 안보여서 터치하면 바로 앱이 실행되어 무슨 내용인지 궁금합니다. 감자 얘기와 수면칼로리얘기는 분명 좋은얘기같은데 뭔내용인지 궁금해요
51,52,20220328,2022,03,28,5,유진리,"수준이 완전 높음. 거의 모든 음식 다 있다고 봐도 무방하고 등록하고 싶은건 등록해서 바로바로 사용하니 좋음. 단백질, 지방, 탄수화물 그램수 다 나오는게 진짜 다이어터에게 좋음."
52,53,20210914,2021,09,14,5,강정운,"칼로리검색해서 나오는것도 많고, 직접등록도 되고 식단 추가, 운동 추가도 너무 쉽고 좋아요. 딱 필요한 기능들이 구비가 잘 되어 있어서 벌써 몇년째 애용하는중입니다. 다른분들 식단 사진올려주시는거 구경하는 재미도 쏠쏠해요"
53,54,20200208,2020,02,08,5,Google 사용자,너무 좋아요. 음식도 검색이 되어서 일반 시중에파는것도 되어있고.대략적으로라도 적을수있으니 너무좋아요. 사실 뭘먹었는지 적어도 몇칼로리인지 모르거덩요. 벌써 빠졌어요.ㅎㅎㅎㅎ이때까지 어플중에 복잡하지않고 딱 좋습니다.단지 프리미엄 서비스는 유료인데 그 유료가 체험서비스가 있었으면 좋겠어요. 그다지 필요없을까봐 아님 더필요한 서비스인지 해보지 않은이상 몰라서 안하게되네요.
54,55,20201028,2020,10,28,5,박혜영,나의 다이어트의 동반자!! 팻씨크릿! 키토제닉 다이어트에 큰 도움이 되었어요 음식의 성분이 잘 표시되어있고 탄단지 비율도 한 눈에 보이고 새로운 메뉴도 셀프 업데이트 가능해서 좋아요~^^
55,56,20210124,2021,01,24,3,꾸오보ovo,잘쓰고있는데 + 버튼눌러서 저장된 식사 추가할때 오류가 너무 자주나요... 엄청 오래 기다려야 할때도있고 지금은 3번씩 다시눌러도 추가가 안되네요. 어떨때는 음식 찾아서 추가하면 2번씩 추가되는 경우도 있고 너무 불편해요
56,57,20221004,2022,10,04,5,chuno park,이 앱을 효과적으로 사용하여 2개월간 6kg 체중감량에 성공하였습니다
57,58,20181213,2018,12,13,5,Google 사용자,더더욱 방대한 데이터베이스를 쌓아보아요. 그리고 차후에라도 조금씩 중첩되거나 애매하게 계산된 항목들은 정리가 되기를 바랍니다. 최고예요!
58,59,20221014,2022,10,14,5,이진준,다이어트 효과에 대단히 좋습니다!
59,60,20221105,2022,11,05,3,강우영,위젯이 너무 안되요
60,61,20190213,2019,02,13,5,Google 사용자,어플덕에 칼로리 잘 관리중입니다 해당하지 않은 식품도 꽤 많아서 입력 단위를 좀더 다양하게 설정해주시면 더 좋을거같아요 직접입력을 해보려고했는데 어렵더라구요
61,62,20180927,2018,09,27,3,Google 사용자,식사사진을 별도로 찍은걸 첨부하고 싶은데 사진이 선택이 안돼요. 수많은 사진 중에 어떤 사진은 선택이 되고 어떤 사진은 선택이 안되는데 꼭 올리려는 사진은 아무리 눌러도 넘어가질 않네요ㅠ
62,63,20200308,2020,03,08,4,Google 사용자,"다이어트할때마다 가장 먼저 까는 앱이에요! 식단,몸무게 기록하는게 편하고 하루동안 탄수화물,단백질,지방을 어느정도 먹었는지 한번에 알수있어서 좋아요 근데 한가지 수정했으면 하는건 음식이 가끔 등록되어있지않아서 새로 등록을했었는데 다음날이면 없어져있더라구요ㅠ"
63,64,20200611,2020,06,11,4,Jin Kwon,탄단지 비율을 맞추기에 매우 편리하게 돼있지만 가끔 영양성분이 아예 맞지않는 것들이 있어서(조리식품 말고 고기류 등) 수정을 하고 사용해야합니다.
64,65,20210112,2021,01,12,4,전고은,포스팅보다가 뒤로가기누르면 다시 맨위로올라가는점이 불편해요. 개선됐으면좋겠어요. 어플의 전체적인구성이나 활용도는 아이디어가 정말좋은데 디테일이넘 아쉬워요
65,66,20200110,2020,01,10,3,Google 사용자,음식의 영양 정보 데이터베이스가 한국에 맞게 로컬라이징이 잘 되 있어요. 하지만 기능면에서는 뛰어나다는 느낌은 받지 못했네요. 기록용으로 사용중입니다. 음식 브이로그
66,67,20191203,2019,12,03,5,Google 사용자,"심플 이즈 베스트. 제가 원하는 식단 관리 어플입니다. 그램, 인분, 개 단위로 상세하게 저장되어있어서 적당한걸로 고르기만 하면 됩니다. 없을경우 직접 기입해야하는데, 당,지방, 콜레스테롤 등 상세히 기록할수있는 점도 장점입니다."
67,68,20201021,2020,10,21,5,두부,다양한 음식의 칼로리가 나와있고 찾기가 편해서 좋습니다. 개인적으로는 하루에 내가 물을 몇잔 마셨는지 체크하는 기능과 만보기 기능이 추가되면 정말 좋을 것 같습니다.
68,69,20210828,2021,08,28,4,김영주,음식 꽤 다양하고 단위변경 용이하고 최근음식 선택할 수 있어서 편리해요. 총영양소는 확인가능하지만 끼니당 영양소정보가 따로 안나와서 하나 뺏어요! 그래도 좋습니다
69,70,20190420,2019,04,20,4,Google 사용자,아주 완벽히 모든 식단정보가 있지는 않지만 개인이 정확한 방향을 잡고 식단조절을 할수 있기에는.정말 최고의 앱이네요 ㅎ
70,71,20201029,2020,10,29,4,마녀jm,꾸준히 입력하다보니 식단에 대한 반성도 되고 다른 분들 식단 사진도 보면서 보충할 것과 뺄것을 생각해보게 됩니다. 조금 아쉬운 점은 다양한 음식에 대한 칼로리 정보를 보강해주셨으면 해서 별 한개 뺐어요.
71,72,20200711,2020,07,11,5,양승혁,정말 잘 쓰고 있습니다. 탄단지 +식이섬유 까지 제 식단에서 영양비율도 맞출 수 있고 음식 종류도 브랜드 판매 중인건 거의다 있네요! 강추합니다
72,73,20210710,2021,07,10,5,이선경,좋아요. 타 어플은 날짜 개념없이 일년만에 체중재도 갑자기 10키로 늘고 줄고 하는데 알아서 날짜에 맞춰 그래프 그려주고 음식들도 거의 다 있어서.... 다른 어플은 없는 종류의 식품이 많은데... 구관이 명관이라더니 계속 사용하게 됩니다.
73,74,20190620,2019,06,20,5,Google 사용자,아주 휼륭한 어플 음식에 대한 칼로리를 알 수 있어 음식조절에 매우좋음. 단 모든음식에 대해 칼로리를 알 수 없어 근사값을 알아야 할때가 있어 아쉬움.
74,75,20181107,2018,11,07,4,Google 사용자,"정말 다 좋습니다. 그런데, 몇몇의 음식들이 칼로리가 측정되지 않는 음식들이 있었습니다. 그것만 제외하면 정말 좋은 어플입니다. (측정불가 음식은 보통 한식 등)"
75,76,20210216,2021,02,16,2,쥬쥬,"최근먹은음식,자주먹은음식 탭이 있어서 편하긴한데요. 가끔 저장된식사를 추가하면 바로바로추가가 안돼요. 추가가안되서 계속추가하다가 나중에 한꺼번에 등록되서 지우기도 하네요"
76,77,20190722,2019,07,22,5,Google 사용자,검색하면 음식 종류가 다양하게 나와서 칼로리 계산하기 좋아요. 1가지 건의사항이 있다면 가끔 좋은 팁들이 알림으로 떠서 눌러보는데 팁 앞부분만 뜨고 나머지는 어디서 읽을 수 있는지 모르겠어요.
77,78,20211118,2021,11,18,5,이향민,식품등록할때 편합니다. 기존음식들도 잘되어있고 새로운 음식 등록할때도 쉽게할 수 있습니다~ 다만 순탄수를 따로 등록할 수 있도록 개선되었으면 좋겠습니다 :)
78,79,20191124,2019,11,24,4,Google 사용자,첨엔 귀찮게 뭐 이런걸? 했는데...해보니 아무래도 먹는 칼로리를 염두에 두게되고 체중조절과 운동에 더 신경쓰게되어 체중조절에 도움이 되눈것 같아요. 뭣보다 다른 사람들의 응원과 동질감도 많은 도움이 되네요
79,80,20190526,2019,05,26,3,Google 사용자,매우 구성이 좋은 어플! 필요한 기능만 충분히 갖춰져 있고 이용 후 실질적으로 건강이 매우 좋아짐 ♥... 이라고 처음엔 리뷰 썼는데.. 업그레이드 후 이용불편해짐. 업글 왜 이렇게 하셨어요
80,81,20181105,2018,11,05,1,Google 사용자,업데이트후 광고가 심해서 사용하기 불편. 왜들어갈때마다 식단플래너사라는거죠? 짜증나서 못쓰겠어요. 또 업데이트이후 건들기면 하면 삭제되는것도 짜증나네요. 다른 어플 찾아봐야겠네요
81,82,20190829,2019,08,29,4,Google 사용자,"정말 다 좋은데, 한가지 아쉬운 점은 칼로리 계산법이 잘 못 된 것 같아요. 탄수화물은 1g당 4kcal, 단백질은 1g당 4kcal, 지방은 1g당 9kcal씩의 에너지를 가지는 것으로 알고있는데, 오늘 먹은 총 칼로리와 탄수화물, 단백질, 지방의 비율이 안맞아요."
82,83,20200701,2020,07,01,1,천만자,아~ 3개월 결제하고 일주만에 유료기능 안써서 취소했는데 또 결제됨. 두번째꺼 환불해달라했더니 정책이야기만하네~ 아 열받아~ 일주일 유료기능 사용하고 6개월 결제한꼴~ 아 열받아~ 어떻게하지~
83,84,20181013,2018,10,13,5,Google 사용자,음식 종류가 많지 않아 귀찮지만 직접 설정할 수 있어 좋았습니다. 체중의 변화를 그래프로 통계해주어서 유용합니다
84,85,20191010,2019,10,10,5,Google 사용자,왠만한 음식 칼로리는 잘나타나있고 매일 기록하는 몸무게도 그래프로 보여줘서 좋음. 이 정도만 돼더라도 다이어트에 상당한 도움이 됨
85,86,20201229,2020,12,29,1,유지선,비밀번호 재설정이 제대로 안되요.. 이메일은 바로오는데 메일에서 재설정누르면 팻시크릿 앱으로 넘어와서 재설정하는 화면으로 안넘어가고 메일을보냈다는 화면으로 계속떠있어서 비번 재설정이 불가합니다. 비밀번호 초기화해주세요ㅜㅜ
86,87,20220917,2022,09,17,5,투디랑,바프 식단조절에 너무 딱입니다^^
87,88,20180924,2018,09,24,4,Google 사용자,칼로리체크하기 좋아요 그리고 그래프에 1주일평균 영양소섭취량이랑 비율도 표시되면 좋겟어요! 체중기록에 하루운동을 적을수있는 메모장이라도..
88,89,20200321,2020,03,21,3,Google 사용자,다른사람들도 언급했듯이 리포트에는 기록 수정 반영이 안되서 칼로리가 두번씩 입력되서 아무 쓸모가 없습니다....이 오류 고쳐주세요..
89,90,20210531,2021,05,31,5,류연,아주 좋아요! 음식별로 그람도 따로 설정할 수 있어 다이어트에 큰 도움이 됩니다. 그런데 이상하게 한번씩 같은 음식이 혼자서 추가된답니다.ㅜㅜ 버그 수정 부탁드립니다~
