,id,date,dateYear,dateMonth,dateDay,rating,userName,content
10,11,20221009,2022,10,09,5,SANGHYUB CHO,"이번 업데이트로 내 걸음수 분석이 바뀌어서 조금 어리둥절 합니다. 얼핏 보면 자세하게 여러정보를 나열해 놓은것 같지만 정작 내가 원하는 정보는 사라져버렸어요. 평균거리가 아니라 총 거리가 나와야 합니다. 예전에는 걸음수, 이동거리, 칼로리 순이었는데 지금은 굳이 찾으려면 다 찾을수 있지만 유독 총 이동거리만 찾을수 없습니다. 사실 평균 이동거리보다 총이동거리가 운동보상에는 중요한데 그걸 없애버리다니...실망입니다."
11,12,20221107,2022,11,07,5,thekhan,"워치5프로에서 잘 사용하고 있습니다. 감사합니다. 다만 운동기록 기능에서 축구를 선택해서 기록을 할 때, 다른 운동에 비해 정보가 너무 적은 것 같습니다. 추후에 뛴 거리, 축구관련 지표들을 좀 더 상세히 보여줄 수 있도록 개선되었으면 합니다. 감사합니다!"
12,13,20221102,2022,11,02,5,상상구름*,"잘 쓰고있습니다. 워치에서 헬스를 쓸 때 두가지 건의드리고싶은게 있어 리뷰 남깁니다. 1. 먹고 있는 약을 설정할 수 있게 하여 시간, 날짜별로 워치로 알림을 받을 수 있으면 좋겠습니다. 2. 여성건강탭에 있는 주기를 확인할 수 있는 바형표가 아주 보기 쉽게 되어있는데 이걸 워치 메인 화면에 여성건강 컴플리케이션을 추가시 볼 수 있게 되면 좋겠습니다. (다른 글자 없이 해당표와 현재 날짜가 위치하는 지점만 표시되도록) 또한 주기가 다가오기 전에 워치와 핸드폰에 알림이 뜨게 설정할 수 있었으면 좋겠습니다(주기 n일전 알림을 직접 설정 가능하도록)."
13,14,20221024,2022,10,24,4,이승연,업데이트 이후 경로 표시가 너무 작게 표시가 됩니다. 갤러리에서 원하는 사진을 배경으로 하고 항상 그위에 경로표시를 했었는데 가운데 크게 표시되던 것이 업데이트 후에는 왼쪽 윗부분에 작게 나와서 경로인지 낙서인지 구분이 안됩니다.
14,15,20221030,2022,10,30,4,LALA LULU,일일활동에서 총 칼로리 소모량이 기초대사랑 + 활동량 이잖아요? 활동량이 거의 없는날 20~30칼로리인데 이런날은 총 칼로리 소모량이 기초대사량과 매우 근접해야하지않나요? 너무높게 나옵니다. 왜 이런가요? 프로필에서 기초대사량 수정하시면 된다고 말씀하실거 같은데. 수정한것이 적용이 안되어 글씁니다.. 키몸무게로 예측하는 기초대사량이 적용되는거 같습니다. 내 기초는 그 일반적인 계산한 수치보다 많이 낮은데말이죠.. 수정좀 해주세요
15,16,20221018,2022,10,18,2,미영홍,업데이트후 체지방 분석 부분에서 그래프 측정범위설정이 갑자기 넓게 되어있어서 변화량값이 거의 직선처럼 그래프가 표시되고 있는데 알고있나요? 업데이트후 더 구려졌어여 이걸쓰는 의미가없게요 워치랑 연결해서 매일변화량 보고 그래프보면서 목표치설정하는데 그래프가 무슨 고도비만만을 위한 측정범위인지 ....하 전에로 돌려놔여
16,17,20220928,2022,09,28,2,임하정,갤워치4 업데이트하고는 위치 확인이 잘 안되나봐요 운동한 코스 지도가 뜨지도 않고 지도에 표시되는 코스도 엉망 입니다!!! 액티브2랑 동기화 하는데 시간 너무 걸리네요========재부팅하라는데 기기를 얼마나 껐다가 켜야하나요 참...... ++++++++++ 글로벌도전 그림 해마다 똑같아서 지루한데 좀 바꿔주세요~~~
17,18,20220825,2022,08,25,4,서형준,업데이트 이후 문제 발생 어플 문제인지 갤럭시s21소프트웨어 업데이트 문제인지 핏2 자전거타기 기능이 자동일시정지 기능을 켜면 자전거를 타더라도 12초이후 자동정지 되며 이후 재측정시작이 안됨 핸드폰으로 삼성헬스 어플로 자전거타기 측정해도 실제 이동한 길로 좌표 안찍혀있고 시작점과 끝점만 일직선으로 주욱 그어놔서 제대로 측정이 안 되네요 걷기는 문제없이 잘 되는걸 보아 gps문제는 아닌거 같은데요 요 며칠간 제대로 기록을 못 하고있네요
18,19,20220902,2022,09,02,4,정동은,갤럭시 핏2와 같이 사용 중인데 걸음수를 휴대폰과 핏2 같이 선택을 해놓으면 동기화가되서 휴대폰과 핏의 걸음수가 같게 나와야 정상인 것 같은데 다르게 나옵니다 그리고 헬스앱에서 핏에 보일 운동 6개를 선택했음에도 핏에는 기타운동 1개만 보입니다 이리저리 해봐도 잘 안되는 것 같아서 문의드립니다
19,20,20221013,2022,10,13,4,박소현,"불규칙한 생리주기로 여러 어플들 써보다가 삼성헬스 추천받아서 사용중인데 생리주기 예측이 거의 정확하더라구요! 다른 광고 없이 딱 건강이 메인이다보니까 사용할때마다 너무 편합니다. 다만, 생리일 입력란에 메모를 좀 더 많이 할 수 있도록 글자 수 제한을 넉넉히하고, 여성건강쪽에 피임약을 건강 개선 목적으로 먹는 사람들도 많으니, 피임약 모드를 만들어서 복용 기록을 하고 알림을 준다던지 좀 더 세부적으로 활성화되었으면 좋겠어요! 이 부분 때문에 다른 생리주기어플이랑 함께 사용하게되어서 약간의 불편함이 있습니다ㅜㅜㅜㅜ"
20,21,20221016,2022,10,16,3,심쿵해,아니 갑자기 업데이트 되면서 잠금화면에서 헬스 아이콘이 이상한 초록색으로 바뀌어서ㅡㅡ 부재중 전화 왔을때 아이콘 색깔이랑 바뀌어서 불편해요.. 차라리 아예 독특한색으로 해주던가 무난한색으로 바꿔주세요 다시ㅡㅡ 아오 불편.. 관련 부서에 전달해주세요. 아님 잠금화면에 앱 아이콘 색깔 바꾸는 법 좀 알려줘요ㅡㅡ
21,22,20220902,2022,09,02,4,김대희,"운동결과 공유시 경로만 나오는데, 지도위에 운동경로가 표시됐으면 합니다. 답글에 개인정보 노출 때문이라 하셨는데, 그건 본인이 선택할 수 있도록 선택권을 주시면 좋을 듯 합니다. 지도를 포함할 것인지 아닌지를 선택메뉴를 주시면 좋을 듯 합니다."
22,23,20220928,2022,09,28,4,Estell _,"답글 감사합니다 덕분에 잘해결해서 연동해서 잘쓰고있습니다 근데 투게더는 폰으로 친구들이랑 하고있는데 기어s2에는 투게더라는것만잇고 워치처럼 표는 안뜨는건가요? 핸드폰이랑 기어s2랑 연결해서 사용하려고했는데, 아무리 동기화를 해도 폰이랑 기어랑 동기화가 안돼요. 블투 연결은되지만, 삼성 다녀오니 기어에 있는 앱 버전이 낮아서 호환이안돼서 그런거라고하는데 기어s2 앱을 업그레이드 시켜줄순없는건가요?"
23,24,20220923,2022,09,23,1,쏭양,"수영 기능이 너무 불편합니다. 쉬는 시간 자동 인식이 안되어 구간기록에 쉬는 시간까지 포함되어 측정이 무의미합니다. 가민, 애플워치는 안그런데 갤럭시워치만 수영 관련 기능이 뒤쳐지는거 같네요 개선 부탁드립니다."
24,25,20220920,2022,09,20,4,오로라,핏2 사용자입니다. 밴드에서 운동내역 보여 주는 화면에서 운동 클릭하면 운동완료후 보여주는 정보를 보여 주면 좋겠습니다. 운동시작시간과 총운동시간만 보여주니 좀 답답해여. 물론 삼성헬스 들어가서 봐도 되지만 번거로워요. 밴드에서 보여주는 오늘운동기록 선택하면 바로 칼로리소모량과 평균심박수만이라도 확인할 수 있게 해 주세요. 그리고 물마시기 1잔이 250미리로 고정되어 있어 불편합니다. 사용자가 잔용량을 설정하거나 100미리 기준으로 해 주세요. 그리고 운동종류에 인터벌트레이닝 넣어 주세요.
25,26,20220921,2022,09,21,3,후니훈,잘사용하고 있습니다만. 최근에는 앱이 열리는중 멈추는 상황이 잦습니다. 강제종료를 해도 소용이 없고 핸드폰 재부팅을 해야됩니다. 추가적으로 달리기 후 기록에 공유 버튼을 누르면 앱의 작동이 멈춥니다.
26,27,20220920,2022,09,20,2,Hyoung Hui Lee,폴드4 사용자입니다.. 삼성헬스에서 걸음수 측정이 자주 안됩니다.. 삼성헬스앱과 연동되어 포인트 적립하고 있는데...이 오류때문에 황당한 경우가 계속 생기네요.. 걸음수 일시정지하고 해제 후 다시 시도해도 안되는경우가 많은데..왜 그럴까요?
27,28,20220812,2022,08,12,4,Darryl Lee,"워치4와 같이 사용중이며, 운동시엔 워치 단독으로 사용중입니다. 운동중 음성안내 멘트에 현재는 총 거리, 총 시간, 총 걸음수, 심박수를 알려주는데 직전 구간의 페이스에 대한 정보가 없어 답답할 때가 있습니다. 전에 사용하던 런타스틱(아디다스 러닝)의 경우 음성안내 항목을 사용자가 직접 선택할 수 있어 편리했는데 삼성헬스는 해당설정이 없는것 같더군요. 해당 설정 기능이나 안내에 직전 구간 페이스 정보라도 추가되었으면 좋겠네요."
28,29,20220731,2022,07,31,2,Timothy Lim,"약 5년간 서용해온 사용자입니다. 1. 기록된 체지방/체성분을 볼 때 기록된 데이터가 비는 곳이 있더라도 일정한 시간간격으로 표시됐으면 좋겠습니다. 다른 기록 앱들처럼 가로 좌표축이 일정한 그래프로요. 1달단위 1년단위 볼 때 중간에 비는건 그냥 점 안 찍고 비워두면 되잖아요.. ( 기록을 매일 할 때도 있고 한두 달 건너뛸 때도 있는데 무조건 기록 7개, 기록 31개 등 매일 기록이 있는 사용자의 편의에만 맞춰진것같아요. 너무 불편합니다. ) 2. 가로축을 늘이고줄이고 좀 움직일수있게 해주세요. 주식앱처럼 만들면 될것같은데, 좀 4-5년간의 변화를 한눈에 보고 싶은데 계속 쓴 보람이 없습니다.. 4. 캡처라도 연속캡처가 되면 해서 전체 그래프를 볼 텐데 세로스크롤이아니라 횡스크롤이라서 한번에 캡쳐해서 볼수도 없어요. 5. 세로축이 자꾸 자동으로 확대/축소돼서 일정한 기준으로 비교가 안 됩니다. 기록을 볼 때 세로축 자동으로 설정되는것좀 없애주시고 수동조작하게 해주세요"
29,30,20220928,2022,09,28,5,금경섭,갤S22사용자입니다 걸음수가 실시간으로 1 2 3 걸을때마다 증가했었는데 어느순간부터 실시간반영이 아니고 한동안 걸음수가 멈췄다가 일정 분 지나고 한번에 반영이 됩니다. 어떻게 하면 걸음마다 증가하게 바꿀수있을까요 따로 건든건 없습니다..
30,31,20220923,2022,09,23,5,JS Kim,"타바타 운동 등 개인적으로 운동할 때, 반복되는 시간 타이머가 기능이 있으면 좋겠습니다. 20초 30초 40초 1분 2분 등 반복할 시간도 설정하고, 계속 반복되든지 횟수를 정하는 등 반복 설정도 가능하면 좋겠습니다."
31,32,20220811,2022,08,11,3,김준석,"갤럭시노트20 울트라 사용자입니다~8월5일 업데이트 이후로 버즈로 음악을 들으면서 갤럭시워치4로 걷기,달리기을 선택해서 운동하면 1킬로마다 운동거리,걸음수, 심장박동수를 버즈로 음성으로 안내해줬는데 업데이후로 음성으로 안내를 안해주고 워치에서 진동으로만 알려줍니다~제가 설정을 잘못한거지 아니면 왜그런지 알고 싶네요"
32,33,20221009,2022,10,09,4,신현정,업데이트 된이후 운동 공유시 배경사진을 갤러리에서 선택하면 선택한 사진이 끌어와지지 않아서 사진을 넣을 수 없음. 계속 사용하던 기능인데 작동이 안되니 확인 부탁드립니다.
33,34,20220824,2022,08,24,5,kyu bum lee,"삼성헬스 애용중입니다 스트라바라는 어플도 이용중인데 둘다 연동은 시켜 삼성헬스 운동시 스트라바에 게시가 되기는 합니다 헌데 문제는 3.4시간 후? 쯤 랜덤으로 게시가 됩니다 예전에는 운동종료시 1.2분안에 바로 게시가 되었는데 뭐가 문제인지를 모르겠네요 나중에라도 게시가 되는것보면 연동, 위치 다 문제는 없는것같은데..  혹시 해결방안이 있으면 좀 알려주셨으면 합니다"
34,35,20220808,2022,08,08,4,Junekyoo Kim,혈중 산소를 수면중에 자동체크뿐만 아니라 깨어있을 때도 측정가능한 방법이 있으면 좋겠어요. 그리고 수면무호흡에 대한 기록을 볼 수 있으면 큰 도움이 될것 같네요. 수면다원검사에서는 수면무호흡 기록을 볼 수 있는데 앱에서도 가능하지 않을까요? 예를들면 숨소리가 멈추는 시간? 코를골다 갑자기 숨이 멈추는 무음구간??? 실질적인 수면시에 상태를 알고 건강에 도움이 되는 앱이 되길 기대해봅니다!
35,36,20220806,2022,08,06,2,cover Park,자동걸음 측정이 자는 시간에도 작동해서 자고 일어나면 몇천걸음씩 늘어나 있습니다 그동안 나름 정확하다 생각해서 잘 사용해왔는데 업데이트 이후로 오작동이 상당히 많이 늘어났습니다 그리고 목표설정 기록지 보는것도 예전엔 바로 나왔는데 지금은 로딩회면이 한동안 지속된 후에 나옵니다 바로 잡을 방법이 없나요??
36,37,20220818,2022,08,18,2,SUNJU YIM (린지),"LG폰 사용자인데 어제 실수로 앱을 삭제해버려서 오늘 재설치를 했는데 로그인이 되질않아요. 아래 내용 참고해서 삼성어카운트에 로그인후 삼성헬스에 로그인을 시도해봐도 삭제후 재설치를 해봐도 로그인이 되질않는데요.로그인을 누르면 ""이 웹사이트는 아래 브라우저에 최적화되어 있습니다.다른 브라우저에서는비정상적으로 동작할 수 있으니, 기본 브라우저를 변경하고 다시 시도해 주세요.(오류 코드: LNK_1004)""라는 패이지로 넘아가면서Samsung Internet을 설치하고 기본 브라우저로 변경하라고 뜨고 무시하고 다시 로그인페이지로 가면 점4개가 빙글빙글돌면서 로그인도 눌리질 않아요. 삼성어카운트엔 연결된 서비스로 삼성헬스가 등록되있고요. 어떻게 하면 될까요?"
37,38,20220701,2022,07,01,3,Seungho Jeong (tunapapa),워치4 이용자입니다. 수면데이터가 잘못 측정되면 각각의 데이터를 선택해 지울수 있었는데 이번엔 개별선택삭제가 아닌 일별 삭제인듯 하여 지우지 못하고 있읍니다. 전에 워치 액티브때부터 수면감지가 엉망이라 그때마다 잘못 들어간 수면정보를 눌러 삭제를 했는데 이번엔 개별선택이 안됨니다. 기능을 이용하는 방법이 달라진건지 아님 개별 삭제기능이 없어진건지요?
38,39,20220715,2022,07,15,4,송혜원,제가 LG폰을 사용하고 있는데 전에는 삼성헬스를 설치해서 잘 사용했어요. 삼성 계정을 만들어서 사용했구요. 그런데 한번 어플을 삭제한 후로 계정 로그인이 안돼요..ㅜㅜ 2단계 인증까지 했는데 해당 계정으로 계속하기를 눌러도 로그인 화면에서 넘어가질 않아요! 어플을 제거했다 다시 깔아봐도 똑같아요... 왜 이러는 걸까요?!
39,40,20220701,2022,07,01,4,onekey kim,"사용하다 보면 일시 중지를 할 경우가 있는데, 일시 중지를 하려다 보면 중지가 눌려지는 경우가 너무 자주 있어 많이 불편하다, 그리고 걷기 운동을 할 때 자동으로 운동 중지와 운동을 다시 시작하는 게 너무 민감할 때가 있다, 또한 이 것을 알려 주는 멘트가 식상 할 때가 있는데, 멘트를 선정할 수 있도록 했으면 좋겠습니다.."
40,41,20220811,2022,08,11,3,별빛늑대,경험 써보겠다 업데이트 이후(업데이트 한 내가 잘못) 걸음수의 km 칼로리 표시가 지정 달리기의 km와 칼로리와 너무너무다른 못알아쳐먹을거 같아 그림 첨부하고 싶은데 여긴 그림첨부가 안되니... 헬스창 메인에 걸음수와 칼로리 소비 표시가 달리기에 나타나는 km와 칼로리랑 완전 다르다는 말 업데이트 하기전엔 시간도 분마다 알려주더만 업데이트 후 알림도 몇분인지 모르겠고 이전버전의 기록들은 다 거짓이라는건가? 그런거냐? 걷기와 달리기 그런것들의 통계는 어떻게 산출해서 표시가 되는거냐? 왜 메인의 km와 칼로리가 지정시간 목표에 표시되는것들이 업데이트 이후 다른건지 이해할수있게 말좀 해줘봐 업데이트 안했다면 메인에 표시되는것들이 지정목표에도 똑같이 표시가 되는데 왜 뭐땜시 다르게 표시되냐고
41,42,20220727,2022,07,27,5,윤용희,"삼성휴대폰 쓰다가 망가져서 급한대로 집에있던 LG휴대폰을 쓰게됬습니다. 그런데 토스,캐시워크,O LOCK은 걸음수가 거이 똑같이 측정되는데 삼성헬스 앱만 1000보 이상 적게 인식됩니다. 휴대폰 하드웨어적 문제라면 다른 앱들도 이상해야되는데 유독 삼성헬스만 그렇네요. 혹시 설정하는방법이 있을까요?"
42,43,20220721,2022,07,21,3,최현진,"""걷기운동""할때 마다 어플을 쓰는데 어째 운동이 끝나 어플을 끄려고 하면 버퍼링이 이리 심한가요? 심지어 ""걷기기록""보려 하면 20초 이상은 버퍼링 이 뜨며 천천히 기록이 뜨는건 뭔가요?데이터도 무제한이라 딸리지도 않는데...ㅡㅡ?"
43,44,20220703,2022,07,03,4,mogwa bae,"러닝할때 쓰려고 얼마전에 워치4 구매했습니다. 그런데 운동화 거리 등록하는 기능이 없어서 너무 불편해요. 러닝하는 사람들에겐 필수 기능인데.. 이게 없다보니 굳이 나이키런을 같이쓰거나, 굿데이나 스트라바를 사용하는것 같네요. 주위에서도 다들 비슷한 의견입니다. 기록측정이나 통계, 정보 등 다 좋은데.. 제일 필요한 러닝화 마일리지 기능없어서 다른 어플 쓴다구요. 업데이트를 통해 꼭 추가해주셨으면 좋겠습니다. 수고하세요."
44,45,20220731,2022,07,31,4,김혜주,"잘사용하고있는데 불편한점 있어요! 혈압 입력할때 수축기 입력하고 엔터치면 바로 입력되지 않고 이완기 입력하는 칸으로 넘어가게해주세요 매번 엔터치면 입력완료되서 편집하는것도 번거롭고, 이완기 눌러서 입력하는것도 번거로워요..."
45,46,20220618,2022,06,18,1,Hyerim Kong,"어느날부턴가 걸음수 등 체크가 전혀안되고, 업데이트중...이라는 알림이 계속 알림창 상단에 떠있으며, 어플에 접속하면 4개의 파란점이 계속 빙빙 돌고 아무런 정보가 업데이트되지않습니다. 버전은 계속 최신버전이라고 표시되고 있었고요. 결국 어플을 삭제했다가 다시 까니 정상 작동 되는듯 합니다만 기존의 기록이 삭제되었습니다."
46,47,20220627,2022,06,27,4,sisai,"22.06.28 추가 : 사용환경은 갤럭시S10 5G에 갤럭시핏2, 그리고 PIS 블루투스 이어폰입니다. 갤럭시핏2에서 위젯에서 설정해둔 음악을 선택하고 재생 버튼을 누르면 폰의 앱(삼성뮤직,유튜브,스포티파이 같은..)이 실행되면서 이어폰에서 음악소리가 나오는것처럼 갤럭시핏2에서 운동을 누르면 폰의 앱인 삼성헬스가 실행되면서 이어폰으로 음성안내가 나오게 해줄수 없냐는 겁니다. 비슷한 방식인거 같은데 왜 안될까요. 처음 게시글 : 폰앱에서 걷기 해놓고 걸으면 1킬로마다 거리, 시간, 심박수등 음성 안내가 나오던데 5킬로 때에는 오류로 5킬로로 안 나오고 6킬로라고 나옵니다. 1킬로 2킬로 3킬로 4킬로 6킬로 6킬로 이렇게 나옵니다. 오래 되었는데 안 고쳐져서 글 남깁니다. 그리고 이건 바라는건데 갤럭시핏에서 걷기등 운동 눌러도 폰앱에서 누른것처럼 음성 안내가 나왔으면 더 도움될 것 같습니다. 갤럭시핏2에 블루투스 이어폰이랑 같이 사용중 입니다."
47,48,20191002,2019,10,02,5,Google 사용자,"안녕하세요? 삼성헬스 앱을 애용하고 있습니다. 다름이 아니라 조금 더 앱을 개선해 주실 수 없을까 건의 드립니다. 현재 갤럭시노트10과 액티브2 웨이러블을 연동하여 사용하고 있습니다. 애플 워치 보다 운동함에 있어서 많은 정보를 직관적으로 잘 보여주고 안내도 음성으로 해줘서 매우 유용한데요. 몇 가지 아쉬운 점이 있습니다. 제가 자전거 라이딩과 등산을 주로 취미로 합니다. 등산 같은 경우 액티브2에서 목표 설정을 하면 첫 화면은 목표화면, 둘째 화면은 고도나 거리 등등을 설정하여 쓰고 있는데요. 정확한 정보를 보여줘서 좋기는한데 목표 화면 같은 경우는 목표에 가까워 지는 km수를 거꾸로 보여줬으면 합니다. 예를 들어 7km코스의 산을 등산할 때 목표 km를 7km로 설정하고 운동을 시작하면 7km부터 거꾸로 카운트 들어가는게 아니라 두번째 화면에서 보여주는 정보와 똑같이 지금 가고 있는 거리 km를 보여줘서 쓸모없는 목표화면이 됩니다. 대부분 그 화면을 보려면 7km코스를 등산함에 있어 앞으로 몇 km 남았구나 조금만 힘내자…뭐 이런 생각으로 그 화면을 보고 싶은데 그렇게 보여주지 않으니 일일이 머리속으로 계산해야 합니다. 별거 아닌거 같지만 힘들 때 머리로 계산 까지 하는거 굉장히 귀찮은 일이거든요. 그 목표 화면을 7km부터 점점 없어지며 앞으로 몇 km 남았다는 정보가 표시되게 했으면 합니다. 자전거 라이딩 화면도 마찬가지 입니다. 기록을 중요시 하는 라이딩에서는 평속과 케이던스를 중요시 하는데 케이던스야 여러 장치들을 달아야 정확하니까 패스하더라도 평속에 대한 정보가 더 유용하죠. 목표 화면에서 평균속도를 30km 유지하겠다고 설정하면 그 30km를 유지하려면 지금 속도에서 조금 더 달려야 합니다..라는 정보가 표시되어야 진짜 유용한 정보라고 할 수 있죠. 이런식으로 각 운동마다 추구하는? 목표가 다릅니다."
48,49,20210402,2021,04,02,1,HoJn Mr,"문제가 많은 앱. 기본설치되 있어 업뎃도 더이상안되는 최신상태에서 열려고 누르니 에러난다고 팝업계속 뜨면서 안열림. 그래서 삭제후 다시 깔았는데 처음엔 열면서 갤럭시워치랑 연동됐는데 2시간인가 있다가부터 앱 에러 메세지가 폰에 계속 뜸. 그어플 꺼놨는데도. 그후부터 자면서 다음날 아침 일어나면서도 계속 에러팝업뜸. 앱 다 끄고있었는데도. 삼성은 이 앱에 관심이없나요? 어떻게 앱을 깔고난 처음부터 끝까지 이런 기초적인 부분에 계속 문제가 발생하는지.. 그리고 들어가보면 별다른 기능도 없었구요. 운동목표를 설정하는 다양한 기능. 예를 들면 시간당 걸음을 몇시간 연속 달성하면 뱃지를 얻는다거나 하루나 오전, 오후, 저녁당 운동량 몇시간, 몇칼로리, 거리.. 이런걸로 목표 세워서 달성하면 뭔가 얻는다든지 그런 좀 복잡하고 실용성있는 기능도 전혀없는거같던데"
49,50,20210508,2021,05,08,3,REIRA,"몇 년 전부터 잘 사용하고 있는데 왜 점점 역행하는지 모르겠어요. 예전처럼 목표체중감량에 따른 목표칼로리나오고, 그에 맞게 목표 음식칼로리나 운동칼로리 조절할 수 있으면 좋겠어요. 음식 기록하는 UI도 예전같은 가로형이 훨씬 편한 것 같고, 탄단지도 바로 나오면 좋겠어요. 그리고 음식이랑 체중 날짜도 예전처럼 캘린더 누른 후 특정 날짜 바로 선택할 수 있으면 좋겠어요. 차라리 설정에 예전버전이랑 지금 버전 중에 선택하게 해주시면 안 되나요? 전체적으로 점점 퇴보하는 것 같아 아쉽습니다. 그리고 개인적인 의견인데 음식같은 경우 음성 검색 기능이나 음성으로 바로 입력하는 기능 생기면 좋겠습니다."
